"","ids","clsids","schids","ctyids","frame","subsample","fall","grade9","ba01","ba02","ba03","ba04","ba05","ba06","ba07","ba0801","ba0802","ba0803","ba0804","ba0805","ba0806","ba0807","ba0808","ba09","ba10","ba11","ba12","ba13","ba1401","ba1402","ba1403","ba1404","ba1405","ba15","ba16","ba1701","ba1702","ba1703","ba1704","ba1705","ba1706","ba18","ba19","ba20","ba21","bb01","bb02","bb0300","bb0301","bb0302","bb0303","bb0304","bb0305","bb0306","bb04","bb0500","bb0501","bb0502","bb0503","bb0504","bb0505","bb0506","bb06","bb07","bb08","bb09","bb10","bb1101","bb1102","bb1103","bb1201","bb1202","bb1203","bb1204","bb1205","bb1206","bb1207","bb13","bb14","bb15","bb16","bb17","bb18","bb19","bb20","bc0101","bc0102","bc0103","bc0104","bc0105","bc0106","bc0201","bc0202","bc0203","bc0204","bc0205","bc0206","bc0207","bc0208","bc0209","bc0301","bc0302","bc0303","bc0304","bc0305","bc0306","bc0307","bc0308","bc04","bc04a","bc04b","bc04c","bc05a","bc05b","bc05c","bc05d","bc05e","bc05f","bc05g","bc0601","bc0602","bc0603","bc0603a","bc0604","bc0605","bc07","bc08","bc09","bc10","bc11","bc12","bc1300","bc1301","bc1302","bc1303","bc1304","bc1305","bc1306","bc1307","bc1308","bc1309","bc14","bd01","bd02","bd03","bd04","bd05","bd06","bd07","bd08","bd09","bd10","bd11","bd12a","bd12b","bd13","bd14","bd14a","bd14b","bd1500","bd1501","bd1502","bd1503","bd1504","bd1505","bd1506","bd1507","bd1601","bd1601a","bd1602","bd1603","bd1604","bd1605","bd1606","bd1607","bd1701","bd1702","bd1703","bd1704","be01","be02","be03","be04","be05","be06","be07","be08","be09","be1001","be1002","be1003","be1101","be1102","be1201","be1202","be1203","be1204","be1205","be1206","be1207","be1301","be1302","be1303","be1304","be14","be15","be15a","be16","be17","be18","be19","be20","be21","be22","be23","be24","be25","be26","be27","be28","be29","be30","be3101","be3102","be3103","be3104","be3105","be3106","be3107","be3108","be3201","be3202","be3203","be3204","be3301","be3302","be3303","random_even_placement"
"1461",7596,194,51,13,1,3,0,0,1,2,0,2,1,10,3,2,2,2,2,2,2,2,2,6,4,1,0,NA,3,3,2,3,3,1,1,6,6,6,5,3,3,9,2,3,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,5,5,5,4,4,4,4,1,1,1,1,0,1,1,1,1,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,1,0,0,NA,1,0,46,3,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,NA,2009,1,2,2,6.30000019073486,156,82,5,1,"570","570",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,2,2,2,3,1974,1,1,1,NA,3,3,2,5,2,2,4,NA,NA,1,1,1,0,1,0,0,0,0,0,1,2,1,NA,NA,NA,NA,3,2,3,2,4,2,3,1,1,1,3,7,0,0,1,0,0,0,0,0,0,1,1,0,3,3,3,1
"1462",7597,194,51,13,1,3,0,0,2,2,0,1,1,10,1,3,3,3,3,3,3,3,3,4,1,1,0,2,3,3,2,1,1,1,1,6,4,5,1,1,3,7,4,3,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,3,4,2,3,3,3,1,1,1,1,0,1,1,1,1,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,4850,100,100,350,500,2000,NA,1,0,0,NA,0,0,46,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,6.30000019073486,150,65,5,1,"500","550",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,3,3,4,1980,1,1,1,NA,3,3,8,5,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,4,1,3,1,1,1,5,7,1,1,1,0,0,0,0,0,0,1,1,1,3,2,1,1
"1463",7598,194,51,13,1,3,0,0,1,2,0,2,4,20,2,2,1,3,1,1,1,1,1,4,4,1,1,NA,3,1,2,3,3,2,2,6,1,6,2,1,1,7,2,NA,NA,3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,4,4,2,3,4,4,4,1,0,0,0,0,1,0,1,1,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,4500,0,NA,NA,NA,2500,NA,0,0,0,NA,0,1,46,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,8,152,88,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,3,3,3,1962,1,1,1,NA,3,6,7,5,1,2,1,5,5,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,5,1,1,1,4,4,0,0,1,0,0,0,0,0,1,1,1,1,4,3,3,1
"1464",7599,194,51,13,1,3,0,0,2,1,2500,2,1,20,1,3,3,3,3,2,2,3,2,4,4,0,NA,10,2,2,2,2,1,3,3,5,1,5,1,2,1,7,5,3,3,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3,5,5,4,2,4,4,4,0,0,0,0,1,1,1,2,2,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,4850,2000,0,350,2500,0,NA,1,0,0,NA,0,0,46,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,8,163,120,5,1,"200","250",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,2,1,2,4,1975,1,1,1,NA,3,2,5,5,1,3,1,2,1,0,1,0,0,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,2,3,2,4,2,9,1,1,1,5,7,1,1,0,0,0,0,0,0,0,1,1,1,4,2,2,1
"1465",7600,194,51,13,1,3,0,0,2,2,0,2,3,20,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,6,2,6,2,2,2,7,7,2,3,1,2,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,3,5,4,4,2,3,3,3,0,1,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,4500,0,NA,NA,NA,2500,NA,1,0,0,NA,0,0,46,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,0,168,NA,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,3,3,3,1969,1,1,1,NA,3,3,5,4,3,4,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,NA,2,4,NA,4,1,NA,1,1,4,1,0,0,0,0,0,1,0,0,1,1,1,NA,NA,NA,1
"1466",7601,194,51,13,1,3,0,0,2,2,0,1,1,30,1,2,3,3,3,2,3,3,2,4,2,1,0,2,2,2,2,2,3,1,1,5,5,4,4,4,5,7,4,3,3,1,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,4,5,2,2,4,3,3,0,1,0,0,0,0,0,2,1,1,3,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,4500,0,0,0,4500,0,NA,0,0,0,NA,0,1,46,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,2007,1,2,2,8.60000038146973,155,40,3,1,"175","200",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,4,4,3,1979,1,1,1,NA,3,4,7,3,3,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,2,2,2,2,5,2,2,1,1,1,5,7,1,0,0,0,0,0,0,0,1,0,0,1,2,2,2,1
"1467",7602,194,51,13,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1468",7603,194,51,13,1,3,0,0,2,2,0,1,1,30,1,2,3,3,2,3,2,3,2,4,3,1,0,2,3,2,2,2,2,1,2,6,1,6,5,1,1,7,1,3,4,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,4,2,3,4,4,4,1,1,1,0,0,1,0,2,2,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,4900,1100,100,300,900,2500,NA,1,0,0,NA,0,0,46,3,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,1,NA,2007,2,3,2,7,154,82,5,1,"150","150",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,3,4,4,1981,1,2,1,NA,3,3,9,5,1,4,2,2,1,1,1,1,0,0,1,0,0,0,0,1,2,1,NA,NA,NA,NA,3,2,3,2,4,2,3,1,1,1,4,4,0,0,0,0,0,0,0,1,0,0,1,1,4,4,4,1
"1469",7604,194,51,13,1,3,0,0,2,2,0,2,2,60,1,2,3,3,3,2,3,3,3,4,2,1,1,2,2,3,NA,2,2,1,2,6,6,6,6,4,4,6,5,2,3,3,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,3,3,3,4,2,3,3,3,1,1,1,1,0,1,1,2,2,3,1,3,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,46,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,1,2,2,2,1,NA,NA,0,1,3,2,8,160,NA,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,NA,NA,NA,NA,1979,1,1,1,NA,NA,3,2,4,1,4,2,2,1,1,1,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,3,2,7,2,4,1,1,1,4,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,4,3,4,1
"1470",7605,194,51,13,1,3,0,0,1,2,0,2,1,30,3,2,2,3,3,2,3,3,3,5,2,1,1,1,2,2,2,2,2,1,2,6,5,5,4,2,3,7,1,5,3,1,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,3,4,4,4,4,4,4,4,1,1,1,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,46,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,6.80000019073486,165,115,3,1,"175","275",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,3,2,2,3,1973,1,1,2,9997,3,3,5,4,2,2,2,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,3,2,3,1,1,1,4,7,1,0,1,0,0,0,1,0,NA,NA,NA,NA,3,2,1,1
"1471",7606,194,51,13,1,3,0,0,2,2,0,2,2,30,1,2,2,2,2,3,2,2,2,4,2,0,NA,NA,2,2,1,2,2,1,2,6,1,6,1,3,4,7,2,3,2,1,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,4,4,2,2,3,3,4,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,6000,0,0,0,0,4500,0,0,0,0,NA,0,1,46,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,3,2,6.40000009536743,163,85,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,1,1,0,0,4,4,4,4,1977,1,1,1,NA,3,6,6,5,2,2,2,3,1,1,0,1,0,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,7,2,6,1,1,1,1,4,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1
"1472",7607,194,51,13,1,3,0,0,2,1,3000,3,2,30,2,2,2,3,3,2,2,3,3,4,3,1,1,1,2,3,2,2,2,2,2,6,5,5,4,4,4,6,1,5,3,3,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,5,5,4,1,4,4,4,0,1,0,0,0,1,0,1,1,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,46,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,6.59999990463257,155,90,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,4,4,4,4,1979,1,1,1,NA,3,3,7,5,2,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,2,3,2,4,2,4,1,1,1,5,7,1,0,1,0,0,0,0,0,1,1,1,0,4,3,3,1
"1473",7608,194,51,13,1,3,0,0,2,1,9000,1,1,100,1,2,2,2,2,2,2,2,2,4,3,1,1,1,2,3,2,2,2,1,2,6,5,3,1,3,2,9,4,5,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,5,4,2,3,3,4,1,1,0,1,0,1,1,1,1,3,3,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,4800,0,0,300,0,4500,NA,0,0,0,NA,0,1,46,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,6.80000019073486,154,86,5,1,"325","250",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,4,4,4,1978,1,1,1,NA,3,7,3,5,4,1,4,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,4,2,4,1,5,1,1,1,5,7,1,1,1,0,1,1,0,0,1,1,1,0,3,3,2,1
"1474",7609,194,51,13,1,3,0,0,2,2,0,3,2,10,1,2,2,3,3,3,3,3,2,4,3,1,1,1,3,2,3,3,3,2,2,6,5,6,5,3,5,8,4,3,4,3,3,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,1,4,3,3,1,1,1,1,0,1,1,2,1,3,3,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,4500,NA,NA,NA,2000,2500,NA,1,0,0,NA,0,0,46,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,6.5,145,66,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,4,3,4,1974,1,1,2,1997,3,8,2,4,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,2,3,2,4,2,4,1,1,1,5,7,1,0,0,0,0,0,0,1,1,1,1,1,4,3,3,1
"1475",7610,194,51,13,1,3,0,0,1,2,0,2,1,15,2,2,1,1,1,1,2,1,1,1,4,0,NA,2,2,2,2,2,3,1,1,6,1,6,4,3,3,7,1,3,4,3,2,0,1,1,0,0,0,0,3,0,1,0,0,0,0,1,3,4,4,4,2,4,3,3,0,1,0,0,0,1,1,1,2,3,3,3,3,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,NA,NA,NA,4800,0,0,300,2000,2500,0,1,0,0,NA,0,0,46,3,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,1,1,NA,0,1,2,2,6.30000019073486,153,90,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,2,3,4,4,1965,1,1,1,NA,3,3,5,4,2,3,1,3,2,1,1,1,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,3,2,3,2,4,2,7,1,1,1,4,6,1,0,0,0,0,0,0,0,1,1,1,1,3,3,4,1
"1476",7611,194,51,13,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1477",7612,194,51,13,1,3,0,0,2,2,0,2,3,20,1,2,1,3,3,2,3,2,2,1,4,1,1,2,3,2,2,2,3,3,3,4,1,4,3,3,2,6,2,4,3,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,3,1,2,3,3,3,0,0,0,0,0,1,0,2,1,1,3,3,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,5.59999990463257,167,90,3,1,"","",1,0,0,0,0,0,0,0,0,NA,0,0,1,1,1,0,2,2,3,1,1973,1,1,1,NA,3,3,7,4,3,4,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,1,2,2,4,2,2,1,1,1,5,7,1,0,1,1,0,0,0,0,1,1,1,0,3,3,2,1
"1478",7613,194,51,13,1,3,0,0,2,2,0,3,2,0,1,3,3,3,2,1,3,2,2,4,2,1,1,5,3,2,2,2,2,3,3,6,2,6,2,1,1,9,2,5,3,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,5,4,1,4,4,4,0,0,0,1,1,1,0,1,1,1,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2500,0,1,0,0,NA,0,0,46,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,1,5.90000009536743,168,98,5,1,"425","415",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,4,3,3,3,NA,1,1,1,NA,3,3,8,4,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,3,NA,1,1,4,2,NA,1,1,1,5,7,1,1,0,0,0,0,0,0,1,1,0,0,3,2,2,1
"1479",7614,194,51,13,1,3,0,0,1,2,NA,4,1,0,2,3,3,2,3,3,2,2,2,2,4,0,NA,NA,NA,NA,NA,NA,NA,2,2,6,3,2,3,3,3,7,3,2,3,1,4,0,1,0,0,1,0,0,4,0,1,0,0,1,0,0,3,5,4,2,2,4,3,4,1,1,0,0,0,0,0,2,2,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,300,0,0,0,NA,1,0,46,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,0,158,0,5,1,"80","100",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,3,3,3,1972,1,1,1,NA,3,5,7,4,2,2,3,3,5,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,3,2,3,2,4,2,3,1,1,1,5,7,1,0,0,0,0,0,0,0,0,1,1,0,3,4,NA,1
"1480",7615,194,51,13,1,3,0,0,6,2,0,1,1,50,3,3,3,3,3,3,3,3,3,2,3,1,1,7,2,2,2,2,2,1,1,6,6,6,6,1,1,7,2,3,3,4,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,4,3,4,2,2,3,4,0,0,0,0,0,1,0,1,1,3,3,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,46,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,2013,1,3,2,8,163,70,5,1,"200","200",1,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,4,4,4,4,1974,1,2,1,NA,3,3,7,3,4,4,4,2,5,0,0,0,0,1,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,3,2,4,2,4,2,5,1,1,1,5,6,0,0,0,0,0,0,0,1,1,1,1,0,3,3,2,1
"1481",7616,194,51,13,1,3,0,0,2,2,0,2,2,0,1,2,3,3,NA,3,3,2,2,4,1,2,1,2,2,2,2,2,2,2,2,6,6,6,4,2,3,8,2,3,4,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,4,4,4,3,3,0,1,0,0,0,0,0,2,1,3,3,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,46,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,0,1,3,2,6.40000009536743,160,84,5,1,"180","200",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1482",7617,194,51,13,1,3,0,0,1,2,0,3,3,20,1,3,3,3,3,3,2,3,3,2,3,1,1,1,1,1,1,1,1,2,2,6,5,5,5,2,3,7,2,5,3,1,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,3,3,3,4,3,3,3,1,1,1,0,0,1,0,2,2,1,1,1,1,3,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,7,6,4850,0,0,350,500,4000,0,1,0,0,NA,0,0,46,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,7,153,106,3,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,4,4,4,4,NA,1,1,1,NA,NA,3,10,5,3,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,3,1,3,2,3,2,2,1,2,1,5,7,1,0,0,0,0,0,0,0,1,1,1,0,4,4,3,1
"1483",7618,194,51,13,1,3,0,0,2,2,0,1,1,10,1,2,2,2,3,2,3,2,1,4,1,1,1,20,2,3,1,3,3,2,2,6,4,4,3,3,3,9,1,3,4,1,3,0,1,1,0,1,0,0,2,0,1,0,0,1,0,0,3,5,5,2,2,4,4,3,1,1,0,1,0,1,1,2,2,3,3,3,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,4500,500,0,0,2000,2000,0,0,0,1,10,0,0,45,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,3,3,2,11,168,110,5,1,"5.2","5.2",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,3,4,4,1979,1,2,1,NA,3,6,6,5,2,4,2,2,1,0,1,0,0,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,2,2,2,4,1,2,1,1,1,1,6,1,1,1,0,0,0,0,0,0,1,1,0,2,1,1,1
"1484",7619,194,51,13,1,3,0,0,2,1,NA,2,4,0,4,2,2,2,3,3,2,2,2,4,4,0,NA,0,1,1,3,1,1,3,3,6,1,6,1,1,1,6,1,2,3,3,4,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,2,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3,4,4500,0,0,0,2000,2500,NA,1,0,0,NA,0,0,46,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,NA,0,1,3,2,8,165,100,3,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,3,3,3,1973,1,2,1,NA,3,2,3,3,1,3,1,5,1,1,1,1,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,3,2,3,2,3,2,2,1,2,1,5,7,0,0,0,0,0,0,0,1,1,1,0,1,4,4,4,1
