"","w2clsids","schids","ctyids","tchids","w2tchstatus","w2tchsubject","w2tchhr","w2tcha0101","w2tcha0102","w2tcha0103","w2tcha0104","w2tcha0105","w2tcha0106","w2tcha0107","w2tcha0108","w2tcha0109","w2tcha0110","w2tcha02","w2tcha03","w2tcha04","w2tcha05","w2tcha06","w2tcha07","w2tcha08","w2tcha09","w2tcha10","w2tcha11","w2tcha1201","w2tcha1202","w2tcha1203","w2tcha1204","w2tcha1301","w2tcha1302","w2tcha1303","w2tcha1401","w2tcha1402","w2tcha1403","w2tcha1404","w2tcha1501","w2tcha1502","w2tcha1503","w2tcha1504","w2tcha1601","w2tcha1602","w2tcha1603","w2tcha1604","w2tcha1605","w2tcha1606","w2tcha1607","w2tcha1608","w2tcha1701","w2tcha1702","w2tcha1703","w2tcha1704","w2tcha1705","w2tcha1706","w2tcha1707","w2tcha1708","w2tcha1709","w2tcha1710","w2tcha18","w2tcha1901","w2tcha1902","w2tcha1903","w2tcha20a01","w2tcha20b01","w2tcha20c01","w2tcha20a02","w2tcha20b02","w2tcha20c02","w2tcha20a03","w2tcha20b03","w2tcha20c03","w2tcha21","w2tcha2201","w2tcha2202","w2tcha2203","w2tcha2204","w2tcha2205","w2tcha2206","w2tcha2207","w2tcha2301","w2tcha2302","w2tcha2303","w2tcha2304","w2tcha2305","w2tcha2306","w2tcha2307","w2tchb01","w2tchb0201","w2tchb0202","w2tchb0203","w2tchb0204","w2tchb0205","w2tchb0206","w2tchb0207","w2tchb03a01","w2tchb03b01","w2tchb03a02","w2tchb03b02","w2tchb03a03","w2tchb03b03","w2tchb03a04","w2tchb03b04","w2tchb03a05","w2tchb03b05","w2tchb04","w2tchb05","w2tchb06","w2tchb07","w2tchb08a","w2tchb08b","w2tchb0901","w2tchb0902","w2tchb0903","w2tchb10","w2tchb11","w2tchc01","w2tchc02","w2tchc03","w2tchc04","w2tchc05","w2tchc06","w2tchc07","w2tchc08","w2tchc09","w2tchc10a","w2tchc10b","w2tchc11","w2tchc11a","w2tchc12","w2tchc13","w2tchc14","w2tchc15a","w2tchc15b","w2tchc1601","w2tchc1602","w2tchc1603","w2tchc1604","w2tchc1605","w2tchc1701","w2tchc1702","w2tchc1703","w2tchc1704","w2tchc1705","w2tchc1706","w2tchc18","w2tchc19","w2tchc20","w2tchc21","w2tchc22","w2tchc23","w2tchc24","w2tchc25","w2tchc2601","w2tchc2602","w2tchc2603","w2tchc2604","w2tchc27","w2tchc28","w2tchc2901","w2tchc2902","w2tchc2903","w2tchc2904","w2tchc2905","w2tchc2906","w2tchc2907","w2tchc3001","w2tchc3002","w2tchc3003","w2tchc3004","w2tchc3005","w2tchc3006","w2tchc3007","w2tchc3101","w2tchc3102","w2tchc3103","w2tchc3104","w2tchc3105","random_even_placement"
"60",183,48,12,514,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,4,5,2,1,12,10,12,70,1,1,1,1,1,5,5,5,5,2,2,2,70,NA,20,10,2,2,2,2,3,4,4,2,3,3,3,3,3,3,3,1,2,2,5,3,3,3,NA,NA,NA,4,4,4,NA,NA,NA,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,NA,5,1,1,1,1,50,41,1,3,4,4,1,1966,2,5,1,1,3,27,2,2005,8,1,1987,4,1,2,1987,9,1,1,1,0,0,0,0,0,1,0,0,1,4,4,3,1,3,3,3,4,4,3,4,4,4,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"61",182,48,12,520,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,NA,1,12,8,6,47,1,1,1,1,0,3,4,4,4,3,3,1,80,NA,10,10,4,4,4,3,4,5,4,5,2,3,3,3,3,2,2,1,2,2,NA,2,3,2,4,4,4,4,4,4,5,5,4,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1973,2,5,2,1,NA,20,2,2012,8,1,1994,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,0,0,3,3,NA,3,2,2,2,2,2,3,3,3,4,4,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
"62",183,48,12,520,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,12,8,6,47,1,1,1,1,0,3,4,4,4,3,3,1,80,NA,10,10,4,4,4,3,4,5,4,5,2,3,3,3,3,2,2,1,2,2,4,2,3,2,4,4,4,4,4,4,5,5,4,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1973,2,5,2,1,3,20,2,2012,8,1,1994,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,0,0,3,3,NA,3,2,2,2,2,2,3,3,3,4,4,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
"63",186,49,13,521,1,0,1,0,0,0,0,0,0,0,0,0,1,2013,3,3,1,1,11,10,10,50,1,1,0,0,1,4,3,3,5,2,3,1,80,0,20,0,4,4,4,3,4,5,4,3,3,3,2,3,3,2,3,2,2,1,5,3,2,1,4,4,5,3,4,4,2,4,3,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,4,0,1,1,0,0,1,0,2,1,3,1,3,1,1,NA,NA,NA,5,1,1,2,2,0,34,2,4,4,2,1,1976,2,5,1,1,3,18,2,2003,8,1,1988,3,0,2,1997,9,1,1,1,0,0,0,0,0,1,1,0,1,2,2,2,3,2,2,2,1,2,5,1,4,4,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1
"64",187,49,13,526,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,1,1,10,8,15,40,1,0,1,1,0,2,3,5,4,3,2,1,70,0,25,5,4,2,3,3,4,5,4,3,3,3,3,3,3,3,3,2,2,2,4,3,3,3,4,4,4,4,4,4,3,3,3,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1972,2,5,1,1,3,23,1,1992,8,1,1992,4,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,3,3,NA,4,2,2,2,2,3,3,3,3,4,4,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
"65",186,49,13,529,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,4,2,0,6,6,4,20,1,0,1,0,1,4,2,4,4,2,1,2,98,0,1,1,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,2,3,1,4,3,3,1,4,4,4,3,4,4,2,4,4,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1972,2,5,1,1,3,21,2,1994,8,1,1994,3,3,2,NA,NA,1,1,1,0,0,0,0,0,1,0,0,2,4,NA,4,3,3,2,3,4,4,5,3,4,4,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1
"66",187,49,13,530,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,NA,1,12,18,15,49,1,0,1,1,1,4,3,4,4,2,2,1,90,0,10,0,2,2,3,2,3,3,3,3,2,3,3,2,2,2,2,1,2,2,5,3,3,1,4,4,4,4,4,4,2,2,4,2,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,2,5,1,1,NA,18,1,1997,9,1,1997,3,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,3,4,NA,3,3,2,2,2,4,4,4,4,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1
"67",187,49,13,531,1,3,1,0,0,1,0,0,0,0,0,0,0,2014,4,4,2,1,10,15,15,48,1,1,1,0,1,2,3,5,5,4,3,1,80,10,5,5,4,3,3,3,4,5,3,5,3,3,2,3,3,3,3,1,2,2,4,3,3,1,4,4,4,4,4,4,2,2,4,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,5,1,1,1,0,0,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,4,2,1,2,1,20,42,2,1,3,3,2,1971,2,6,1,1,1,20,2,1997,7,1,1995,3,2,2,1995,7,1,1,1,0,1,0,0,0,1,1,0,2,4,3,3,2,2,2,2,3,3,4,3,3,4,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
"68",186,49,13,534,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,1,1,10,13,12,40,1,1,1,0,0,4,4,4,5,3,2,2,80,0,20,0,4,4,3,3,4,5,4,3,3,3,3,2,2,2,2,1,3,3,5,3,2,2,4,4,4,3,3,3,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1972,2,6,1,1,3,22,2,1996,8,1,1993,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,3,3,NA,3,2,2,2,2,3,3,4,2,3,NA,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1
"69",195,51,13,548,1,0,1,0,0,0,0,0,0,0,0,0,1,2013,2,2,1,1,12,6,18,35,1,0,1,0,1,5,3,2,5,3,3,1,70,0,25,5,4,4,3,3,3,4,4,4,2,3,3,3,2,3,2,1,3,3,5,1,3,1,3,3,3,4,4,3,4,4,3,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,5,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,4,2,1,2,2,6,12,2,18,3,4,2,1974,2,5,1,1,NA,19,2,1997,9,1,1996,2,0,2,2011,9,1,1,1,0,0,0,0,1,1,0,0,3,3,2,3,3,2,2,2,3,3,3,2,3,3,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"70",195,51,13,549,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,1,1,12,10,10,30,1,1,1,0,1,4,2,4,4,2,3,1,70,0,20,10,5,4,4,3,3,4,4,3,2,3,3,2,3,2,3,1,2,2,4,3,1,1,4,4,4,4,3,3,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1982,2,6,1,1,3,10,2,2006,7,1,2006,2,0,2,NA,NA,1,1,1,0,1,0,0,1,1,1,0,1,3,NA,3,1,3,3,3,3,3,3,3,3,3,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1
"71",194,51,13,550,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,1,1,12,26,25,70,1,1,1,0,1,4,3,3,5,2,2,1,70,0,20,10,3,3,1,2,2,2,2,4,2,3,3,2,3,3,3,2,3,2,4,3,2,2,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1978,2,5,2,NA,NA,17,2,2003,9,1,1998,3,0,2,NA,NA,1,1,1,0,0,0,0,0,1,0,0,3,4,NA,4,2,1,1,2,3,2,3,2,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
"72",194,51,13,552,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,1,1,12,25,24,70,1,1,1,0,1,4,2,3,4,1,1,1,70,0,20,10,4,5,4,3,2,2,2,NA,2,3,3,3,2,2,2,1,2,2,4,3,2,2,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1972,2,5,1,1,NA,25,2,2003,9,1,1997,3,0,2,NA,NA,1,1,1,0,0,0,0,0,0,0,1,3,4,NA,4,2,2,2,3,3,3,3,3,3,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
"73",195,51,13,553,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,2,2,1,12,12,10,60,1,1,1,0,0,3,2,4,4,2,1,3,80,5,15,0,4,4,3,4,3,4,5,2,2,3,2,2,3,2,2,1,1,1,5,3,3,3,3,4,4,4,4,4,3,4,4,4,0,0,1,1,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,2,5,1,1,3,24,2,1996,8,1,1991,4,0,2,NA,NA,1,1,1,0,0,1,0,0,1,1,0,2,3,NA,3,3,2,1,2,3,3,3,2,3,3,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"74",194,51,13,556,1,3,1,0,0,1,0,0,0,0,0,0,0,2013,3,4,2,1,12,25,20,120,1,1,1,1,1,4,3,3,4,3,2,1,70,10,20,10,5,4,4,4,4,4,4,4,2,3,3,3,2,3,3,2,2,2,4,1,1,1,4,4,4,3,3,3,3,3,3,4,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0,1,1,0,0,1,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,5,1,1,2,1,NA,38,6,2,3,4,2,1977,2,5,1,1,NA,18,1,1997,9,1,1997,3,0,2,1998,9,1,1,1,0,0,0,0,0,1,1,0,3,4,2,4,2,3,2,3,3,3,4,3,3,3,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1
"75",218,57,15,618,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,2,1,12,5,8,36,1,1,1,1,1,4,3,4,4,3,3,2,80,0,20,0,4,3,4,3,3,3,3,4,2,3,3,2,2,2,2,1,2,2,5,3,3,3,5,5,5,5,5,5,5,5,5,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1976,2,6,1,1,3,18,2,2003,9,1,2003,3,0,1,NA,NA,1,1,1,0,0,1,1,1,1,1,0,2,4,NA,3,3,3,3,3,3,3,4,3,3,3,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1
"76",219,57,15,618,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,2,1,12,5,8,36,1,1,1,1,1,4,3,4,4,3,3,2,80,0,20,0,4,3,4,3,3,3,3,4,2,3,3,2,2,2,2,1,2,2,5,3,3,3,5,5,5,5,5,5,5,5,5,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1976,2,6,1,1,NA,18,2,2003,9,1,2003,3,0,1,NA,NA,1,1,1,0,0,1,1,1,1,1,0,2,4,NA,3,3,3,3,3,3,3,4,3,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"77",219,57,15,622,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,4,4,2,1,12,10,10,40,1,1,1,0,0,2,2,5,4,2,1,1,90,NA,10,NA,4,4,3,3,4,4,3,3,2,3,3,3,3,3,3,2,2,2,5,3,2,3,4,4,4,3,3,3,2,2,2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,1,5,1,1,2,1,20,56,1,2,3,3,2,1974,2,5,1,1,3,20,2,2013,9,1,1995,3,0,2,1995,9,1,1,1,0,1,0,1,1,0,1,0,4,3,2,3,2,3,2,3,3,4,5,2,3,3,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"78",218,57,15,623,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,12,6,6,32,1,1,1,1,1,4,3,4,4,2,2,1,80,0,20,0,3,3,4,4,4,4,4,5,3,3,3,2,3,2,3,2,2,2,4,3,2,1,4,4,4,2,3,3,2,3,3,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1971,2,5,1,1,2,24,2,1991,9,1,NA,4,3,1,NA,NA,1,1,1,0,0,0,0,0,1,1,0,2,4,NA,4,2,2,2,3,3,4,4,3,3,3,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"79",219,57,15,624,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,12,7,10,56,1,1,1,1,1,2,4,4,4,3,3,2,70,10,20,10,4,4,3,2,4,4,4,3,2,3,2,3,2,2,NA,1,2,2,4,2,3,1,4,4,4,3,3,3,2,2,2,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1968,2,5,1,1,2,25,2,1996,9,1,1990,4,0,2,NA,NA,1,1,1,0,0,0,0,1,0,1,0,3,4,NA,3,2,3,2,3,3,4,4,3,5,4,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
"80",218,57,15,626,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,5,2,1,13,10,10,38,1,1,1,0,1,4,3,4,4,2,2,1,80,0,20,0,3,3,4,4,4,4,4,5,3,3,3,2,3,3,2,2,2,2,4,3,2,1,4,4,4,3,3,3,2,3,3,4,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1973,2,5,1,1,3,20,2,2012,9,1,1994,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,2,4,NA,4,2,3,2,3,3,4,5,3,4,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1
"81",223,58,15,628,1,0,1,0,0,0,0,0,1,0,0,0,0,2012,3,3,2,4,11,5,9,36,1,1,1,1,0,4,2,4,3,3,3,2,85,0,15,0,4,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,4,3,3,3,4,4,4,3,3,3,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,4,1,1,1,0,0,1,0,1,4,1,4,1,4,1,4,1,4,4,1,2,1,1,0,27,11,7,3,3,2,1970,4,6,1,1,3,20,2,1999,9,1,1999,2,0,2,2011,9,1,1,0,0,0,0,0,0,0,1,0,1,3,3,2,1,3,2,2,3,3,4,4,3,3,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"82",222,58,15,631,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,0,6,5,8,20,1,1,1,1,1,4,3,4,4,3,3,1,80,0,15,5,5,5,4,4,4,4,3,3,3,3,3,2,2,3,3,2,3,2,5,3,3,3,4,4,4,4,4,4,3,4,4,4,0,1,0,1,1,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1963,2,6,1,1,1,30,2,1992,9,1,1992,4,1,2,NA,NA,1,1,1,0,1,0,0,1,1,1,0,1,4,NA,3,2,2,2,2,3,3,3,3,4,4,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1
"83",223,58,15,632,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,2,1,12,8,8,30,1,0,1,0,1,4,4,4,4,4,4,4,70,0,20,10,4,4,3,3,3,3,4,3,2,3,3,2,2,2,2,2,2,2,4,3,3,3,4,4,4,3,3,3,3,3,3,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1978,2,6,1,1,3,15,2,2013,8,1,2013,2,0,2,NA,NA,1,0,0,0,1,0,0,1,0,0,0,3,3,NA,3,2,2,2,2,3,3,3,3,4,4,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
"84",223,58,15,634,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,2,1,1,12,20,6,42,1,1,1,1,1,4,2,4,3,3,2,2,0,0,100,0,4,4,4,4,3,5,4,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,3,4,4,3,4,4,2,2,3,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1967,2,5,1,1,3,29,2,2001,9,1,1985,3,0,2,NA,NA,1,1,1,0,0,0,0,1,0,0,0,2,4,NA,3,3,2,2,2,3,4,4,3,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1
"85",222,58,15,636,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,3,4,2,1,13,5,12,35,1,0,0,0,1,5,2,4,4,3,1,1,85,0,10,5,1,5,3,3,2,4,3,1,3,3,2,3,2,2,1,2,3,2,5,3,3,3,5,4,4,5,4,4,5,4,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,NA,5,1,1,2,0,40,45,5,3,3,4,2,1975,2,5,1,1,3,17,2,2012,8,1,1997,3,0,2,1997,8,1,1,1,0,0,0,0,1,1,1,0,3,3,2,3,1,2,2,3,1,2,4,3,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1
"86",222,58,15,637,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,14,5,5,16,1,1,1,1,1,5,4,4,5,5,2,2,80,0,10,10,4,4,4,4,3,5,4,3,3,3,3,3,3,3,3,3,2,2,4,1,1,1,3,4,4,2,3,3,3,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1968,2,5,1,1,3,27,2,2000,8,1,2004,3,0,2,NA,NA,1,1,1,0,0,0,0,1,0,0,0,2,2,NA,3,2,2,2,2,2,3,3,3,3,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
"87",223,58,15,640,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,4,2,1,14,5,8,38,1,0,1,1,1,4,3,4,5,3,2,1,80,0,20,0,4,4,4,4,2,4,4,2,2,3,3,3,3,3,2,2,3,2,5,2,3,3,5,5,5,4,4,4,4,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,2,5,1,1,3,18,2,2013,9,1,1998,3,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,2,3,NA,3,3,2,1,3,3,4,4,3,4,4,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1
"88",478,59,15,641,1,0,1,0,0,0,1,0,0,0,0,0,0,2014,2,2,2,3,12,8,10,48,1,0,1,0,0,4,3,5,4,3,4,3,20,10,50,20,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,4,1,3,2,5,4,4,4,4,4,3,3,4,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,3,1,1,1,0,0,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,4,2,1,1,1,20,35,NA,NA,3,4,2,1977,2,5,1,1,3,17,1,2005,9,2,NA,2,3,2,1997,7,1,1,1,0,0,0,0,1,0,0,0,1,4,4,2,2,2,2,3,2,4,3,3,4,4,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
"89",476,59,15,644,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,4,2,0,6,6,6,18,1,1,1,1,1,4,3,5,5,4,2,1,80,0,15,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,2,1,2,2,4,3,3,1,4,4,4,4,4,4,3,3,3,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1974,2,5,1,1,3,18,1,1996,8,1,1996,3,1,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,1,4,NA,4,3,2,2,3,4,4,4,4,4,5,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"90",477,59,15,645,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,4,1,NA,12,12,12,48,1,1,1,1,1,4,4,4,4,4,3,3,50,0,40,10,4,4,4,4,4,4,4,4,2,3,3,2,2,3,3,1,3,3,5,3,3,3,5,4,4,5,4,4,4,3,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1976,2,6,1,1,3,18,2,2008,8,1,1997,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,1,4,NA,3,3,2,2,3,3,4,4,4,4,4,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1
