"","ids","clsids","w2clsids","schids","ctyids","w2frame","w2subsample","w2fall","w2sweight","w1w2sweight","w2status","w2mtype","w2mreason","w2clsra","w2coglmh","w2cogtype","w2cogscore","w2cog3pl","w2chn","w2upchn","w2mat","w2upmat","w2eng","w2upeng","w2a01","w2a02","w2a03","w2a04","w2a05","w2a0601","w2a0602","w2a0603","w2a0604","w2a0701","w2a0702","w2a0703","w2a0704","w2a0705","w2a0706","w2a0707","w2a0708","w2a0801","w2a0801a","w2a0802","w2a0802a","w2a0802b","w2a0802c01","w2a0802c02","w2a0802c03","w2a0803","w2a0803a","w2a0804","w2a0804a","w2a09","w2a10","w2a11","w2a12","w2a13","w2a14","w2a15","w2a16","w2a17","w2a18","w2a19","w2a2001","w2a2002","w2a2003","w2a2004","w2a2005","w2a2006","w2a2101a","w2a2101b","w2a2102a","w2a2102b","w2a2103a","w2a2103b","w2a2104a","w2a2104b","w2a22","w2a23","w2a24","w2a25","w2a26","w2a27","w2a28","w2a29","w2a30","w2a31","w2a32","w2b01","w2b02","w2b03","w2b04","w2b0501","w2b0502","w2b0503","w2b0504","w2b0505","w2b0506","w2b0507","w2b0508","w2b0509","w2b0601","w2b0602","w2b0603","w2b0604","w2b0605","w2b0606","w2b0607","w2b0608","w2b0609","w2b0610","w2b07a","w2b07b","w2b07c","w2b07d","w2b07e","w2b07f","w2b08a","w2b08b","w2b08c","w2b08d","w2b08e","w2b08f","w2b09","w2b10","w2b1100","w2b1101","w2b1102","w2b1103","w2b1104","w2b1105","w2b1106","w2b1107","w2b1108","w2b1109","w2b1110","w2b1111","w2b1200","w2b1201","w2b1202","w2b1203","w2b1204","w2b1205","w2b1206","w2b1207","w2b1300","w2b1301","w2b1302","w2b1303","w2b1304","w2b1305","w2b1401","w2b1402","w2b1403","w2b1404","w2b1405","w2b1406","w2b15","w2b16","w2b17","w2b18","w2b19","w2b20","w2b21","w2c01","w2c02","w2c03","w2c04","w2c05","w2c06","w2c0701a","w2c0701b","w2c0701c","w2c0702a","w2c0702b","w2c0702c","w2c0703a","w2c0703b","w2c0703c","w2c0704a","w2c0704b","w2c0704c","w2c0705a","w2c0705b","w2c0705c","w2c0706a","w2c0706b","w2c0706c","w2c08","w2c08a","w2c08b","w2c09","w2c09a","w2c09b","w2c10","w2c11","w2c11a","w2c12","w2c13a","w2c13b","w2c14a","w2c14b","w2c15","w2c16","w2c17","w2c17a","w2c18a","w2c18b","w2c1900","w2c1901","w2c1902","w2c1903","w2c1904","w2c1905","w2c1906","w2c1908","w2c1909","w2c1907","w2c20","w2c21","w2c22a","w2c22b","w2c23","w2c2401","w2c2402","w2c2403","w2c2404","w2c2501","w2c2502","w2c2503","w2c2504","w2c2505","w2c2506","w2c2507","w2c2508","w2c2509","w2c2510","w2c2601","w2c2602","w2c2603","w2c2604","w2c2605","w2c2606","w2c2607","w2d0101","w2d0102","w2d0103","w2d0201","w2d0202","w2d0203","w2d0204","w2d0205","w2d0206","w2d0207","w2d0208","w2d0209","w2d0210","w2d0301","w2d0302","w2d0303","w2d0304","w2d0305","w2d0306","w2d0307","w2d0308","w2d0309","w2d04","w2d05","w2d0601","w2d0602","w2d0603","w2d0604","w2d07","w2d08","w2d09","w2d10b01","w2d10c01","w2d10d01","w2d10e01","w2d10b02","w2d10c02","w2d10d02","w2d10e02","w2d10b03","w2d10c03","w2d10d03","w2d10e03","w2d10b04","w2d10c04","w2d10d04","w2d10e04","w2d10b05","w2d10c05","w2d10d05","w2d10e05","w2d1101","w2d1102","w2d1103","w2d1104","w2d1105","w2d1106","w2d1107","w2d1108","w2d1109","w2d1110","w2d12","w2d13","w2d14","w2d15","w2d16","random_even_placement"
"3448",17566,404,404,104,26,1,1,0,3513.65209960938,3740.65209960938,1,NA,NA,0,1,1,17,-0.637220025062561,70,150,60,150,76,150,1,1,1,5,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,1,0,9,10,2,2,1,1,1,3,2,2,1,3,2,2,NA,1,NA,1,NA,1,NA,2,2,6,1,1,2,7,2,14,8,2,84,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,2,1,1,1,6,1,2,1,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,5,30,5,13,7,2,155,82,2,5,2,3,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,2,20,20,NA,3,3,1,1,8,NA,1,0,0,0,0,0,0,0,0,0,1,1,14,NA,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,NA,2,1,1,1,1,2,2,4,3,2,NA,1,2,3,1,3,1,1,2,1,2,2,1,3,3,2,2,1,2,0,0,0,1,2,1,5,1,1,1,1,2,1,1,1,1,NA,NA,1,1,1,2,2,1,1,1,1,2,2,3,1,2,1,2,1,2,2,1,1,1,1,1,1
"3449",17567,404,404,104,26,1,1,0,3533.46728515625,3760.46728515625,1,NA,NA,0,1,1,22,0.129886999726295,81,150,19,150,74,150,1,1,1,5,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,1,0,9,10,2,2,1,1,1,3,2,3,3,3,2,1,1,NA,NA,1,2,1,1,2,2,5,1,1,2,6,3,13,8,3,12,1,4,2,3,4,3,2,3,1,2,4,3,1,2,1,2,3,3,3,1,2,1,4,1,1,1,3,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,9,10,6,5,3,3,162,50,3,3,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,NA,NA,2,40,NA,12,NA,2,1,1,7,NA,0,0,1,0,0,0,0,0,0,0,1,1,NA,13,3,3,4,3,4,3,2,NA,1,2,3,2,1,1,3,3,3,1,1,1,3,2,3,5,4,2,3,1,1,1,3,1,1,1,1,2,1,2,3,3,4,3,3,4,1,2,0,0,0,1,2,1,4,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"3450",17568,404,404,104,26,1,1,0,3513.65209960938,3740.65209960938,1,NA,NA,0,3,3,25,0.482657998800278,47,150,74,150,65,150,1,1,1,4,2,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,2,0,9,9,2,2,1,1,1,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,1,1,3,5,4,8,3,3,64,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,3,3,4,3,1,1,1,4,4,3,1,1,1,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,6,100,6,4,5,3,165,55,4,3,2,10,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,150,150,2,2,NA,NA,1,20,10,NA,3,2,2,NA,8,30,0,0,0,0,1,0,0,0,0,0,2,1,14,NA,3,3,2,2,3,3,3,3,2,3,2,3,2,4,2,2,3,2,2,2,2,2,3,2,4,2,2,1,1,2,3,2,3,1,1,2,2,2,2,1,4,4,2,3,1,2,0,0,0,1,2,1,5,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,5,5,1,1,1
"3451",17569,404,404,104,26,1,1,0,3513.65209960938,3740.65209960938,1,NA,NA,0,2,2,20,-0.222559005022049,33,150,38,150,41,150,1,1,1,5,2,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,1,0,10,10,2,2,1,1,1,3,3,2,3,3,3,2,2,2,2,2,2,1,2,2,2,4,1,1,3,6,5,14,4,4,30,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,3,2,1,1,1,3,3,1,1,1,6,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,120,7,12,7,4,166,50,4,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,5,30,9,NA,2,2,1,2,7,10,1,0,0,0,0,0,0,0,0,0,1,2,99,NA,3,4,4,2,3,4,4,4,4,4,4,2,2,2,3,2,2,2,2,2,1,1,3,4,4,2,2,1,2,2,2,1,2,1,1,4,1,4,1,1,NA,2,2,3,1,2,1,0,0,0,2,1,12,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,2,3,1,1,2,2,1,1,1,5,1,1,1,1,1
"3452",17570,404,404,104,26,1,1,0,3533.46728515625,3760.46728515625,1,NA,NA,0,1,1,19,-0.380023002624512,90,150,48,150,88,150,1,1,1,4,2,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,3,0,10,10,2,2,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,8,4,3,4,4,52,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,2,4,2,2,3,1,1,5,1,1,1,2,1,3,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,120,8,3,4,4,150,43,3,5,1,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,3,2,NA,NA,2,30,NA,35,3,1,1,2,8,20,1,0,0,0,0,0,0,0,0,0,1,1,NA,11,3,4,4,4,3,3,2,3,1,2,3,2,2,1,3,4,2,1,1,3,4,3,4,5,5,3,3,1,1,2,3,1,2,1,1,3,1,2,3,3,4,4,3,3,2,2,NA,NA,NA,NA,2,1,12,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1
"3453",17571,404,404,104,26,1,1,0,3513.65209960938,3740.65209960938,1,NA,NA,0,1,1,18,-0.224489003419876,79,150,98,150,93,150,1,1,1,5,2,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,2,0,9,13,2,2,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,2,2,3,3,2,1,1,2,8,4,9,8,3,60,3,2,1,3,2,2,1,1,1,2,1,1,3,3,3,3,3,2,2,2,2,3,2,1,1,1,3,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,10,6,9,5,3,160,52,3,5,2,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,2,10,15,NA,1,2,1,3,6,0,1,0,0,0,0,0,0,0,0,0,2,2,12,NA,3,4,4,4,4,2,2,4,1,2,2,3,2,4,3,4,4,2,2,4,4,4,5,4,4,3,1,1,1,3,3,1,1,1,1,3,3,2,1,1,4,4,4,4,2,2,0,0,0,1,2,1,10,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"3454",17573,404,404,104,26,1,1,0,3533.46728515625,3760.46728515625,1,NA,NA,0,2,2,25,0.374374985694885,107,150,93,150,103,150,1,1,1,5,2,1,0,2,0,0,0,0,0,1,0,1,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,3,0,9,9,2,2,1,2,2,3,2,2,2,3,3,2,2,1,1,1,1,3,3,3,3,3,1,1,1,8,3,3,5,3,67,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,4,2,2,2,2,2,2,1,1,3,1,2,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,5,45,8,1,5,3,162,53,4,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,2,NA,NA,1,30,NA,18,4,2,1,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,14,3,4,4,2,2,3,3,2,1,2,2,2,2,1,2,3,3,1,1,1,3,3,2,4,4,1,2,1,1,3,3,1,2,1,1,3,2,3,3,3,3,3,2,2,1,2,0,0,0,1,2,1,3,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1
"3455",17574,404,404,104,26,1,1,0,3533.46728515625,3760.46728515625,1,NA,NA,0,1,1,19,-0.546544015407562,64,150,49,150,60,150,1,1,1,5,2,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,2,0,9,10,2,2,1,1,NA,3,1,1,2,3,2,1,1,2,2,2,2,1,1,2,2,4,1,1,3,4,2,10,4,3,62,1,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,2,3,2,4,1,3,2,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,5,12,6,10,4,3,143,48,4,4,NA,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,475,450,2,2,NA,NA,2,30,NA,5,3,3,1,2,7,40,1,0,0,0,0,0,0,0,0,0,1,1,NA,14,2,1,2,1,2,3,2,2,3,1,2,1,1,3,2,1,1,1,1,2,2,3,NA,2,3,3,2,1,1,1,2,1,2,1,1,2,1,4,3,1,2,2,1,2,1,2,0,0,0,1,1,1,4,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,NA,NA,NA,NA,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1
"3456",17576,404,404,104,26,1,1,0,3513.65209960938,3740.65209960938,1,NA,NA,0,2,2,29,1.04875802993774,81,150,80,150,70,150,1,1,1,4,2,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,2,2,2,0,8,8,2,2,1,1,1,2,3,3,2,3,2,2,NA,2,NA,1,NA,2,NA,3,3,2,1,1,4,8,3,9,7,3,60,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8,1,4,2,170,58,3,2,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,2,1,30,10,NA,2,2,1,5,8,0,1,0,0,0,0,0,0,0,0,0,2,1,99,NA,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,3,2,2,2,2,2,2,1,1,0,0,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,1,2,1,5,2,2,1,1,1
"3457",17666,407,407,105,27,1,1,1,2768.71264648438,3142.71264648438,1,NA,NA,0,3,3,30,1.34424102306366,81,100,94,100,94,100,1,2,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,5,2,5,13,2,2,1,4,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,6,2,3,2,7,3,13,5,4,56,3,3,3,2,3,3,2,4,3,2,4,2,2,1,2,2,3,2,4,3,1,1,4,1,1,1,1,1,5,1,1,2,3,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,2,12,8,6,5,4,158,49,4,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,350,350,2,1,1,1,7,40,NA,42,2,3,2,NA,6,50,0,1,0,0,0,0,0,1,0,0,1,2,NA,12,3,4,4,3,4,2,1,2,1,2,1,2,2,1,3,4,3,2,2,1,2,1,2,5,4,2,2,1,1,2,2,1,1,1,1,2,2,2,3,3,4,3,4,4,2,2,0,0,0,1,2,1,7,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1
"3458",17667,407,407,105,27,1,1,1,2753.1865234375,3127.1865234375,1,NA,NA,0,2,2,12,-0.614014983177185,64,100,64,100,63,100,1,3,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,0,8,8,2,2,1,3,3,3,2,2,2,2,2,2,3,1,2,1,2,1,2,2,3,6,5,4,2,6,4,3,5,2,64,2,2,2,3,3,2,3,3,2,1,2,1,1,1,1,3,3,3,3,2,2,2,4,2,1,1,4,3,5,1,1,1,4,4,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,15,7,3,5,2,170,45,2,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,400,300,2,2,NA,NA,2,120,70,NA,3,3,1,1,7,10,1,0,0,0,0,0,0,0,0,0,1,1,14,NA,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,2,3,3,3,2,2,2,4,4,2,2,1,1,1,3,1,1,1,1,2,2,2,3,2,3,2,3,2,2,2,0,0,0,1,2,1,27,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"3459",17668,407,407,105,27,1,1,1,2768.71264648438,3142.71264648438,1,NA,NA,0,3,3,18,0.194400995969772,72,100,57,100,72,100,1,2,1,4,1,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,2,2,1,1,2,2,1,4,3,2,2,1,1,3,2,3,2,1,1,1,1,1,1,3,2,6,3,5,2,7,3,3,2,3,56,3,4,2,3,3,3,4,2,3,1,2,1,1,3,1,2,3,4,4,3,4,1,5,1,1,1,5,4,6,1,1,1,4,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,12,7,6,3,3,160,43,3,3,2,2,2,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2.79999995231628,2.79999995231628,1,275,275,2,2,NA,NA,5,10,NA,40,3,4,1,1,6,30,1,0,0,0,0,0,0,0,0,0,1,2,NA,99,3,3,1,2,2,1,1,2,1,1,2,1,3,3,2,3,4,1,1,1,3,2,3,4,5,3,2,1,1,2,2,1,1,1,1,1,1,1,4,3,4,3,2,3,1,1,1,0,0,0,2,1,3,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1
"3460",17670,407,407,105,27,1,1,1,2768.71264648438,3142.71264648438,1,NA,NA,0,2,2,17,-0.0974659994244576,68,100,56,100,57,100,1,1,1,5,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,4,1,4,2,12,12,1,1,2,3,1,3,2,3,2,3,3,2,3,1,1,3,3,3,3,2,2,6,3,4,2,7,2,4,3,3,43,3,3,1,3,3,3,3,3,1,1,1,1,1,1,1,4,4,3,2,1,2,4,6,6,3,1,2,2,6,3,2,1,4,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,4,7,2,3,2,153,42,4,4,2,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,5,5,2,NA,NA,2,2,NA,NA,7,20,NA,10,4,4,1,1,5,40,0,0,0,0,1,0,0,0,0,1,1,1,NA,99,2,1,2,2,2,5,5,5,5,5,5,5,5,5,2,2,2,4,3,1,1,1,4,3,4,1,2,1,1,5,5,1,1,1,1,1,1,1,4,1,3,3,3,2,1,2,0,0,0,1,3,1,0,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"3461",17671,407,407,105,27,1,1,1,2760.43920898438,3134.43920898438,1,NA,NA,0,3,3,21,0.423337996006012,68,100,69,100,83,100,1,2,1,5,1,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,9,9,2,2,1,4,3,3,3,2,2,3,2,2,3,2,2,3,3,1,1,2,3,6,1,2,2,10,2,5,8,2,53,3,3,3,4,3,3,4,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,6,3,1,1,1,1,6,2,1,2,2,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,2,2,10,7,5,7,3,162,41,3,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,4.80000019073486,4.59999990463257,2,NA,NA,2,2,NA,NA,2,240,NA,37,3,3,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1,2,NA,13,3,3,3,3,4,2,2,1,1,1,1,1,1,1,1,4,3,2,2,3,2,1,3,4,5,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,3,2,2,2,0,0,0,1,2,1,30,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,3,3,3,1,1,1,1,1,2,1,1,1,2,1,1,1
"3462",17672,407,407,105,27,1,1,1,2768.71264648438,3142.71264648438,1,NA,NA,0,3,3,22,0.409505009651184,75,100,40,100,88,100,1,3,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,12,12,2,2,1,4,1,3,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,6,2,2,3,7,3,6,4,4,68,2,3,3,3,3,3,3,3,2,2,2,2,2,1,2,1,4,3,3,3,1,1,6,6,6,4,1,1,6,6,6,3,2,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,5,7,6,5,3,161,45,4,3,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,1,4,1,5,20,NA,26,4,4,1,1,7,5,0,0,1,0,1,0,0,0,0,0,1,2,NA,13,3,3,2,2,4,3,3,4,2,3,4,3,3,2,2,3,3,1,2,1,3,3,3,4,5,3,2,1,1,3,3,1,2,1,1,3,1,1,3,3,3,2,3,3,1,2,0,0,0,1,2,1,28,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1
"3463",17673,407,407,105,27,1,1,1,2760.43920898438,3134.43920898438,1,NA,NA,0,2,2,28,0.44234898686409,80,100,99,100,95,100,1,3,1,5,1,NA,NA,NA,NA,1,1,0,0,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,2,2,13,3,2,2,1,4,1,2,2,2,1,2,1,3,2,2,2,1,1,2,2,3,2,6,2,5,4,7,2,3,6,4,64,3,3,3,2,3,3,1,2,1,1,3,1,4,1,2,1,4,2,3,2,1,1,5,1,1,1,2,1,5,1,1,2,2,2,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,2,2,8,9,2,7,3,175,70,4,3,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,2,30,5,NA,2,3,2,NA,6,30,1,0,0,0,0,0,0,0,0,0,1,2,14,NA,3,4,4,3,3,1,3,2,1,2,1,2,1,3,1,4,4,1,1,2,3,2,4,5,4,1,2,1,1,2,2,1,1,1,1,1,1,2,1,3,3,3,3,4,2,2,0,0,0,1,2,1,11,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,2,1,1,2,2,1,1,1
"3464",17674,407,407,105,27,1,1,1,2753.1865234375,3127.1865234375,1,NA,NA,0,3,3,19,0.172034993767738,68,100,54,100,52,100,1,2,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,0,2,4,2,2,1,4,1,3,3,2,2,3,2,2,3,2,3,2,2,3,3,2,2,6,2,4,3,6,4,6,7,4,65,2,2,2,4,4,4,4,4,4,4,4,3,2,3,2,3,2,3,3,3,2,1,4,3,1,2,3,1,4,2,1,2,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,10,6,6,5,4,177,51,2,5,2,5,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,2,250,6,NA,2,3,2,NA,7,0,1,0,0,0,0,0,0,0,0,0,1,1,13,NA,3,4,4,4,4,3,2,3,1,1,2,3,3,3,2,4,4,1,3,4,4,3,4,5,5,3,2,1,1,2,2,1,1,1,1,3,3,3,3,3,4,4,4,3,1,2,0,0,0,1,2,1,44,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,1,2,2,2,1,1,1
