"","ids","clsids","w2clsids","schids","ctyids","w2fall","w2ba01","w2ba0201","w2ba0202","w2ba0203","w2ba0204","w2ba0205","w2ba0206","w2ba0207","w2ba0208","w2ba03","w2ba04","w2ba05","w2ba06","w2ba07","w2ba08","w2ba09","w2ba09a","w2ba10","w2ba10a","w2ba11","w2ba12","w2ba13","w2ba1400","w2ba1401","w2ba1401a","w2ba1402","w2ba1402a","w2ba1403","w2ba1403a","w2ba1404","w2ba1404a","w2ba1405","w2ba1405a","w2ba1500","w2ba1501","w2ba1501a","w2ba1502","w2ba1502a","w2ba1503","w2ba1503a","w2ba1504","w2ba1504a","w2ba1505","w2ba1505a","w2ba1600","w2ba1601","w2ba1601a","w2ba1602","w2ba1602a","w2ba1603","w2ba1603a","w2ba1604","w2ba1604a","w2ba1605","w2ba1605a","w2ba1701","w2ba1702","w2ba1703","w2ba1704","w2ba1705","w2ba1706","w2ba18","w2ba19","w2ba20","w2ba21","w2ba22","w2ba23","w2ba24","w2ba25","w2ba2601","w2ba2602","w2ba2603","w2ba2604","w2ba2701","w2ba2702","w2ba2703","w2ba2801","w2ba2802","w2ba2803","w2ba2804","w2ba2805","w2ba2806","w2ba2807","w2ba2808","w2ba2809","w2ba2810","w2ba29","w2ba30","w2ba31","w2ba32","w2bb01","w2bb02","w2bb0300","w2bb0301","w2bb0302","w2bb0303","w2bb0304","w2bb0305","w2bb0306","w2bb04","w2bb0500","w2bb0501","w2bb0502","w2bb0503","w2bb0504","w2bb0505","w2bb0506","w2bb06","w2bb07","w2bb08","w2bb09","w2bb10","w2bb11","w2bb12","w2bb13","w2bb1401","w2bb1402","w2bb1403","w2bb1404","w2bb1405","w2bb1406","w2bb1407","w2bb15","w2bb16","w2bb17","w2bb18","w2bb19","w2bb20","w2bc01a","w2bc01b","w2bc01c","w2bc01d","w2bc01e","w2bc01f","w2bc01g","w2bc01h","w2bc01i","w2bc01j","w2bc0201","w2bc0202","w2bc0203","w2bc0203a","w2bc0204","w2bc0205","w2bc03","w2bc04","w2bc05","w2bc06","w2bc07","w2bc0800","w2bc0801","w2bc0802","w2bc0803","w2bc0804","w2bc0805","w2bc0806","w2bc0807","w2bc0808","w2bc0809","w2bc09","w2bd01","w2bd02","w2bd03","w2bd04","w2bd05a","w2bd05b","w2bd0601a","w2bd0601b","w2bd0601c","w2bd0602a","w2bd0602b","w2bd0602c","w2bd0603a","w2bd0603b","w2bd0603c","w2bd0604a","w2bd0604b","w2bd0604c","w2bd0605a","w2bd0605b","w2bd0605c","w2bd0606a","w2bd0606b","w2bd0606c","w2bd07a","w2bd07b","w2bd08","w2bd09","w2bd09a","w2bd09b","w2bd10","w2bd1100","w2bd1101","w2bd1102","w2bd1103","w2bd1104","w2bd1105","w2bd1106","w2bd1107","w2bd1108","w2bd1201","w2bd1201a","w2bd1202","w2bd1203","w2bd1204","w2bd1205","w2bd1206","w2bd1207","w2bd1208","w2bd1301","w2bd1302","w2bd1303","w2bd1304","w2be01","w2be02","w2be03","w2be04","w2be05","w2be06","w2be07","w2be08","w2be09","w2be10","w2be11","w2be12","w2be13","w2be14","w2be15","w2be16","w2be17","w2be18","w2be19","w2be20","w2be21","w2be22","w2be23","w2be24","w2be25","w2be26","w2be27","w2be28","w2be29","w2be30","w2be31","w2be32","w2be33","w2be34","w2be35","w2be36","w2be3701","w2be3702","w2be3703","w2be3704","w2be38","w2be39","w2be40","random_even_placement"
"2947",16085,375,375,97,25,1,3,1,1,0,0,1,0,0,0,3,15,3,2,1,2,2,NA,1,3,6,1,1,0,0,NA,0,NA,0,NA,0,NA,1,6,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,2,2,3,2,2,4,2,NA,2,0,1,1,0,2,2,3,2,NA,NA,NA,2,2,2,1,2,2,1,1,1,1,6,3,5,3,1,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,4,4,5,3,3,3,3,1,0,0,1,0,1,0,3,3,3,3,1,1,2758,0,0,0,0,0,30,59,0,0,1,0,1,625,0,0,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,35,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,14,14,156,48,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,4,4,3,3,NA,1,1,1,NA,1,3,2,9,NA,1,1,NA,NA,1,NA,2,9,NA,1,2,9,2,2,3,2,3,2,6,2,2,4,5,7,1,2,1,0,1,0,3,4,4,1
"2948",16086,375,375,97,25,1,1,0,0,0,0,0,1,0,0,1,80,1,2,2,2,2,NA,2,NA,3,1,1,0,0,NA,0,NA,0,NA,1,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,NA,0,NA,0,NA,2,2,2,2,3,2,1,2,0,2,0,4,1,1,2,2,2,2,3,1,4,3,2,1,1,1,2,1,1,1,1,7,3,5,2,1,4,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,3,5,5,2,3,3,3,1,0,0,0,0,0,1,0,3,3,3,3,1,1,135,0,20,0,0,0,30,2000,0,NA,1,0,0,NA,0,0,3,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,28,25,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,12,99,156,38,2,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,3,4,3,3,1972,1,2,1,NA,1,3,3,9,1969,1,2,1,NA,2,3,2,9,NA,NA,NA,NA,3,1,2,1,3,2,12,1,2,1,5,7,1,1,0,0,1,0,1,1,3,1
"2949",16087,375,375,97,25,1,2,0,0,0,0,1,0,0,0,3,10,1,1,3,3,2,NA,2,NA,2,2,2,0,0,NA,0,NA,0,NA,1,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,NA,0,NA,0,NA,1,1,1,1,1,1,3,1,4,2,0,3,1,1,1,1,1,1,2,2,3,2,2,2,1,2,2,1,2,1,1,9,1,7,2,2,3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,4,4,3,2,2,3,2,0,1,0,0,0,0,0,1,1,3,3,1,1,447,65,0,86,0,0,30,66,0,NA,1,0,0,NA,0,0,2,3,4,1,4,1,0,0,0,0,0,0,0,0,0,5,1,1,9997,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,150,36,2,1,175,195,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,3,3,3,3,NA,1,2,1,9997,1,3,3,9,NA,1,1,1,9997,1,3,2,13,NA,NA,NA,NA,3,2,3,2,5,2,8,1,1,1,1,4,1,1,0,1,0,0,3,3,3,1
"2950",16088,375,375,97,25,1,1,0,1,0,0,1,0,0,0,3,5,1,2,2,2,2,NA,1,1,6,2,1,0,1,5,1,3,1,2,1,1,0,NA,0,1,1,0,NA,0,NA,0,NA,0,NA,0,1,1,0,NA,0,NA,0,NA,0,NA,2,2,1,2,2,1,4,1,1,2,0,4,1,1,1,1,1,1,5,5,5,2,2,1,1,2,2,1,1,1,1,6,11,7,2,1,3,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,3,5,5,4,4,4,4,2,1,1,0,0,0,1,1,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,3,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,160,45,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,0,4,3,3,1,1972,1,1,1,NA,NA,NA,8,4,1973,1,1,1,NA,NA,3,3,10,NA,NA,NA,NA,3,1,2,2,6,2,4,1,1,NA,5,NA,1,NA,0,0,1,0,3,3,3,1
"2951",16089,375,375,97,25,1,1,0,0,0,0,1,1,1,0,3,4,1,2,1,3,2,NA,1,1,3,1,1,0,0,NA,0,NA,0,NA,1,3,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2,1,1,1,5,0,NA,0,NA,3,3,2,3,3,3,4,2,0,2,0,1,0,1,1,2,3,1,4,4,5,2,2,1,1,2,5,1,1,1,1,9,2,5,3,1,2,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,3,4,3,3,2,3,3,1,0,0,0,0,0,1,1,3,3,3,3,1,1,135,0,105,0,0,0,30,1325,0,0,1,0,1,625,0,0,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,27,24,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,153,41,3,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,4,3,3,4,1971,1,NA,NA,NA,1,3,2,9,1976,1,1,NA,NA,2,3,3,9,NA,NA,NA,NA,2,2,3,2,3,NA,5,1,1,2,5,7,1,2,1,0,0,0,2,3,4,1
"2952",16090,375,375,97,25,1,1,1,1,0,0,0,0,0,0,2,10,3,1,1,1,2,NA,1,1,5,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,2,2,3,3,3,3,4,2,0,2,0,NA,NA,NA,1,2,2,1,3,4,4,2,1,1,1,2,3,1,2,1,1,6,10,7,4,1,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,NA,3,3,1,2,2,1,2,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,35,0,0,30,1320,0,0,0,0,1,625,0,0,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.200000002980232,31,20,1,NA,NA,2,9,99,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,154,52,4,2,NA,NA,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1969,1,1,NA,NA,1,3,2,10,1978,1,1,NA,NA,1,3,2,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,1,2,5,7,1,2,0,0,0,1,2,2,3,1
"2953",16091,375,375,97,25,1,2,1,1,0,0,1,0,1,0,2,10,3,2,2,2,1,2,1,2,6,3,4,0,1,5,1,6,1,4,0,NA,0,NA,0,1,1,0,NA,1,2,0,NA,0,NA,0,1,4,1,5,1,3,0,NA,0,NA,3,3,3,3,3,3,4,1,1,2,0,3,1,1,3,1,3,2,4,5,4,2,2,1,1,1,3,1,1,1,1,6,2,5,3,1,3,0,1,1,1,1,1,0,3,0,1,1,1,0,1,0,3,4,4,4,3,4,4,1,0,0,0,1,0,1,0,2,2,3,3,1,1,447,65,200,0,86,0,30,66,0,NA,1,0,0,NA,0,0,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,29,27,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,7,7,1,NA,NA,155,50,4,1,323,412,2,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,4,3,3,4,1971,1,1,1,NA,1,3,3,12,1975,1,NA,1,NA,1,3,2,12,NA,NA,NA,NA,3,2,3,2,4,2,3,1,2,3,5,7,1,2,1,0,1,0,4,3,3,1
"2954",16092,375,375,97,25,1,5,0,0,0,0,1,0,0,0,3,80,1,3,2,2,2,NA,2,NA,2,4,4,0,1,4,1,8,1,3,1,2,0,NA,0,1,4,1,3,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,3,2,3,3,3,2,1,3,1,200,2,1,0,1,3,3,3,2,3,4,1,1,1,1,1,1,1,1,1,1,9,2,6,3,1,4,0,1,1,1,0,0,0,4,0,1,1,1,0,0,0,2,3,3,2,3,3,3,4,1,1,0,0,0,1,0,3,3,3,3,1,3,200,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2001,8.5,36,34,1,NA,NA,1,NA,NA,1,NA,NA,2,14,NA,1,NA,NA,1,NA,NA,162,100,3,2,NA,NA,2,1,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,3,3,2,3,NA,1,1,1,NA,1,3,3,9,NA,1,1,1,NA,1,3,3,11,NA,NA,NA,11,1,1,2,2,3,2,3,1,2,2,5,7,1,1,1,0,0,0,3,2,1,1
"2955",16093,375,375,97,25,1,1,0,1,0,0,1,0,0,0,3,10,1,3,1,3,1,1,1,1,6,1,1,0,1,3,1,2,0,NA,0,NA,0,NA,0,0,NA,1,2,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,6,0,NA,0,NA,3,3,3,3,3,2,2,3,2,2,0,3,0,NA,3,2,2,1,5,4,4,2,2,1,1,2,3,1,2,1,1,5,10,5,2,1,3,0,1,1,1,0,0,0,3,0,1,1,1,0,0,0,3,5,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,3,3,1,1,NA,NA,NA,NA,0,0,0,66,0,NA,1,0,0,NA,0,0,3,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,150,50,3,3,NA,NA,2,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,3,3,2,3,NA,1,1,1,NA,1,3,2,14,NA,1,1,1,NA,1,3,2,10,NA,NA,NA,NA,3,2,3,2,4,2,6,1,1,2,5,7,1,2,0,0,1,0,3,2,3,1
"2956",16094,375,375,97,25,1,1,0,0,0,0,0,1,0,0,2,15,2,1,1,2,1,1,1,1,2,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,2,2,2,2,2,2,4,1,4,2,0,4,1,1,1,1,1,1,3,4,4,2,2,1,1,2,2,1,3,1,1,7,5,5,2,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,2,5,1,2,2,2,1,1,0,0,0,1,1,3,2,3,3,1,1,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9997,0,25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,55,4,1,NA,NA,2,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,4,4,4,4,1970,1,2,1,9997,1,3,2,8,1974,1,2,1,9997,1,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2957",16095,375,375,97,25,1,1,0,0,0,0,0,1,0,0,2,10,2,3,2,2,2,NA,1,1,2,2,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,2,3,3,3,3,4,2,1,2,0,3,1,1,2,2,2,1,4,3,4,2,2,2,1,2,2,1,2,1,1,6,7,2,3,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,4,2,3,3,4,1,1,1,1,1,1,1,1,3,3,1,3,1,1,NA,0,0,35,0,0,30,66,0,NA,0,0,0,NA,1,0,3,3,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,1,NA,3,33,32,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,150,37,4,1,85,73,2,0,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,3,3,3,3,1981,1,NA,1,NA,1,3,3,2,1982,1,2,1,NA,2,3,2,2,NA,NA,3,NA,3,2,4,2,6,2,7,1,1,2,1,5,2,2,0,0,1,1,3,3,3,1
"2958",16096,376,376,97,25,1,4,0,0,0,1,1,1,0,0,3,8,1,2,1,3,1,1,1,1,2,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,3,3,3,3,3,2,2,0,2,0,1,2,2,1,3,3,1,5,5,4,1,2,1,1,1,2,1,1,1,1,3,10,5,2,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,5,4,2,4,4,3,1,1,0,0,0,0,0,0,2,2,3,3,1,1,300,0,0,125,0,0,40,70,0,0,0,0,1,625,0,0,1,4,3,3,2,0,0,0,0,0,0,0,0,1,0,4,1,1,2002,3,36,31,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,156,46,5,3,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,4,3,3,3,1978,1,1,1,1989,1,3,2,9,1993,1,1,1,1989,1,3,6,11,1973,1,6,13,1,2,1,2,4,2,8,1,2,3,5,7,1,1,0,0,1,0,2,3,3,1
"2959",16097,376,376,97,25,1,1,0,0,0,0,0,1,0,0,2,5,1,2,1,1,1,3,1,1,2,1,1,0,0,NA,0,NA,0,NA,1,2,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,2,0,NA,0,NA,3,3,3,3,3,2,4,1,0,2,0,3,1,1,2,2,2,2,5,5,5,2,1,1,1,1,1,1,1,1,1,6,4,4,3,2,3,0,1,0,1,1,0,0,3,0,1,0,1,1,0,0,3,5,5,4,2,3,4,2,0,0,0,0,0,1,1,3,3,3,3,1,1,125,0,15,0,0,0,35,60,0,NA,0,0,1,625,0,0,3,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6,34,31,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,172,62,4,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,NA,1,0,1,1,0,0,0,4,3,3,4,NA,1,1,1,9999,1,3,5,5,1982,1,2,1,NA,1,3,5,8,1982,1,5,5,3,1,3,2,3,2,10,1,1,2,1,4,1,2,1,0,0,0,3,3,3,1
"2960",16098,376,376,97,25,1,2,0,0,0,0,0,1,0,0,2,20,1,2,2,2,2,NA,2,NA,3,3,3,0,0,NA,0,NA,0,NA,1,24,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,3,3,3,3,3,2,1,0,1,1000,1,1,1,3,3,3,3,5,5,5,1,1,1,1,1,1,1,1,1,1,8,3,5,4,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,5,3,3,3,3,5,0,0,0,0,1,0,0,2,2,2,2,1,1,156,126,0,0,0,0,30,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,8,20,20,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,158,44,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,0,4,3,4,4,1979,1,2,1,NA,1,3,6,6,1979,NA,2,1,NA,1,3,8,6,1945,NA,1,10,3,2,3,2,4,2,4,2,2,3,5,7,1,2,0,0,1,0,1,4,4,1
"2961",16099,376,376,97,25,1,5,1,1,0,0,1,1,0,0,3,80,3,2,1,2,1,1,1,1,2,1,1,1,0,NA,0,NA,0,NA,1,2,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,1,2,0,NA,3,2,3,3,3,3,4,1,0,2,300,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,2,1,2,1,1,7,4,5,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4,4,2,3,3,3,4,1,0,0,0,0,0,0,3,3,3,3,1,1,300,0,197,0,0,0,30,2000,0,NA,0,0,1,500,0,0,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2002,3.09999990463257,30,31,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,155,50,3,3,NA,NA,2,1,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,4,2,3,3,NA,1,1,1,NA,1,3,3,9,NA,1,1,1,NA,1,3,3,9,NA,NA,NA,9,2,2,2,2,4,2,4,2,1,2,5,7,1,2,1,1,1,0,3,3,3,1
"2962",16100,376,376,97,25,1,1,0,0,0,0,0,1,0,0,3,10,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,4,1,4,2,0,1,0,0,1,1,1,1,5,5,5,3,1,1,1,1,1,1,1,1,1,5,13,5,2,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,4,3,3,3,1,1,0,0,1,0,1,1,2,2,3,3,1,1,75,105,NA,NA,0,0,35,NA,0,NA,0,0,1,625,0,0,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1999,3.20000004768372,30,28,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,151,46,5,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,3,3,4,4,1968,1,2,1,1968,1,3,3,9,1970,1,2,1,NA,NA,3,2,9,1970,1,2,9,3,2,2,2,3,1,4,2,2,3,5,7,1,2,0,0,1,0,2,3,3,1
"2963",16101,376,376,97,25,1,5,0,0,0,0,1,1,1,0,2,10,1,1,1,2,2,NA,2,NA,2,1,1,0,0,NA,0,NA,0,NA,1,15,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,20,0,NA,0,NA,2,2,2,2,3,2,2,1,0,2,0,2,1,1,1,1,1,1,3,4,4,2,1,1,1,1,1,1,1,1,1,7,4,5,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,4,3,3,3,3,4,1,0,0,1,0,1,0,2,2,3,3,1,1,300,0,197,0,0,0,15,1300,0,0,0,0,1,625,0,0,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,19,1,NA,NA,2,12,13,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,156,92,4,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,3,3,3,3,2001,6,1,1,NA,1,3,6,9,1982,1,2,1,NA,1,3,3,9,1945,1,1,10,3,2,3,1,4,2,9,1,1,2,5,7,1,2,1,0,0,0,2,2,3,1
"2964",16102,376,376,97,25,1,5,0,0,0,0,1,0,0,0,3,10,1,2,1,3,1,1,1,1,6,NA,NA,0,0,NA,0,NA,1,2,0,NA,0,NA,0,0,NA,0,NA,1,2,0,NA,0,NA,0,0,NA,0,NA,1,2,0,NA,0,NA,3,3,3,3,3,3,2,3,2,2,0,1,1,1,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,4,6,4,4,1,3,0,1,1,0,0,1,0,3,0,1,1,0,0,1,0,3,5,5,4,4,4,3,2,1,0,0,1,0,0,0,2,2,3,3,1,1,6000,135,20,25,60,0,30,66,0,0,0,0,1,625,0,0,2,4,4,1,2,0,0,0,1,0,0,0,0,0,0,1,1,3,2013,1.79999995231628,26,24,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,148,44,3,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,3,3,3,3,1975,1,1,3,1975,1,3,3,9,1977,NA,1,3,1977,1,3,2,9,1953,3,2,10,3,1,2,1,4,2,14,1,2,2,5,7,1,2,1,0,0,0,3,3,3,1
"2965",16103,376,376,97,25,1,1,0,0,0,0,0,1,0,0,3,10,1,1,2,4,1,1,1,1,2,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,2,1,3,2,3,3,2,1,0,2,0,4,0,NA,1,1,2,1,2,5,1,4,5,3,1,5,3,1,1,1,1,8,2,5,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,2,1,1,1,4,0,0,0,1,1,1,1,2,2,3,3,3,2,300,0,0,0,NA,0,40,66,0,NA,0,0,1,625,0,0,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,34,22,1,NA,NA,1,NA,NA,2,13,99,2,8,99,2,6,99,1,NA,NA,169,48,1,2,NA,NA,2,0,0,0,0,0,1,0,0,1,0,NA,0,0,1,0,0,0,0,2,1,1,3,2001,1,2,1,NA,1,2,3,8,1979,1,1,1,9997,1,1,3,14,NA,NA,NA,NA,1,1,1,1,3,2,4,2,2,3,5,7,1,1,0,0,1,0,2,2,3,1
"2966",16104,376,376,97,25,1,5,0,0,0,0,1,1,0,0,2,20,1,2,2,2,2,NA,1,2,3,3,3,0,0,NA,0,NA,0,NA,1,2,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,2,0,NA,0,NA,3,2,2,3,3,2,4,1,1,2,0,1,1,1,2,2,2,2,4,4,4,2,2,1,1,2,2,1,1,1,1,7,4,5,4,1,3,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,3,5,5,4,4,4,3,1,0,0,0,0,0,1,0,2,2,1,3,1,2,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,625,0,0,2,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,0,27,22,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,150,42,4,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,1,0,0,0,3,3,3,4,1982,1,1,1,NA,1,3,3,3,1984,1,1,1,NA,1,3,3,3,NA,NA,NA,NA,2,1,2,1,4,2,9,1,1,2,5,7,1,2,1,1,1,0,2,2,3,1
